Name,Age,Gender,Height_cm,Weight_kg,Fitness_Goals,Fitness_Level,Days_Available,Time_per_Session_mins,Exercise_Preferences,Gym_Equipment,plan
John,25,Female,160,57,Build muscle and increase strength,Beginner,3 days a week,31,"Free weights, compound exercises","Bench press, squat rack",1
John,25,Male,167,71,Build muscle and increase strength,Intermediate,3 days a week,58,"Free weights, compound exercises","Bench press, squat rack",1
Michael,30,Male,173,77,Lose weight and improve overall fitness,Intermediate,3 days a week,73,Cardio and bodyweight exercises,"Stationary bike, treadmill",1
Sarah,32,Male,175,83,Lose weight and improve overall fitness,Beginner,5 days a week,76,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
David,36,Female,174,68,Maintain overall health and well-being,Advanced,5 days a week,49,"Varied, including strength and cardio",Full gym access,2
Emily,34,Male,175,71,Enhance flexibility and reduce stress,Advanced,5 days a week,54,Yoga and Pilates,"Yoga mat, resistance bands",1
John,28,Female,167,75,Build muscle and increase strength,Beginner,3 days a week,62,"Free weights, compound exercises","Bench press, squat rack",2
David,34,Female,174,75,Maintain overall health and well-being,Advanced,5 days a week,63,Yoga and Pilates,"Yoga mat, resistance bands",2
Emily,34,Male,178,72,Enhance flexibility and reduce stress,Intermediate,3 days a week,59,Yoga and Pilates,"Yoga mat, resistance bands",1
Michael,25,Female,160,58,Gain endurance and boost cardiovascular health,Advanced,3 days a week,36,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,34,Male,176,89,Enhance flexibility and reduce stress,Advanced,3 days a week,90,Yoga and Pilates,"Yoga mat, resistance bands",1
Michael,32,Male,176,77,Lose weight and improve overall fitness,Intermediate,3 days a week,71,Cardio and bodyweight exercises,"Stationary bike, treadmill",2
Michael,30,Female,169,76,Gain endurance and boost cardiovascular health,Advanced,3 days a week,64,"Cardio, running, cycling","Treadmill, resistance bands",2
Sarah,25,Female,160,64,Build muscle and increase strength,Advanced,3 days a week,45,"Free weights, compound exercises","Bench press, squat rack",1
Emily,32,Female,171,74,Enhance flexibility and reduce stress,Advanced,3 days a week,61,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,28,Female,164,66,Gain endurance and boost cardiovascular health,Advanced,3 days a week,47,"Cardio, running, cycling","Stationary bike, treadmill",2
David,36,Female,174,76,Maintain overall health and well-being,Beginner,5 days a week,62,"Varied, including strength and cardio",Full gym access,2
Michael,36,Male,183,77,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,66,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,30,Male,174,68,Build muscle and increase strength,Intermediate,3 days a week,52,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,37,Male,185,83,Gain endurance and boost cardiovascular health,Advanced,5 days a week,75,"Cardio, running, cycling","Stationary bike, treadmill",1
John,30,Male,171,82,Build muscle and increase strength,Beginner,3 days a week,74,"Free weights, compound exercises","Bench press, squat rack",2
John,28,Male,170,74,Build muscle and increase strength,Advanced,3 days a week,59,"Free weights, compound exercises","Bench press, squat rack",2
Emily,35,Male,177,85,Enhance flexibility and reduce stress,Advanced,3 days a week,85,Yoga and Pilates,"Yoga mat, resistance bands",1
Sarah,26,Female,164,61,Lose weight and improve overall fitness,Intermediate,3 days a week,41,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Sarah,25,Female,160,64,Build muscle and increase strength,Advanced,3 days a week,47,"Free weights, compound exercises","Bench press, squat rack",2
Michael,29,Female,168,70,Gain endurance and boost cardiovascular health,Beginner,5 days a week,50,"Cardio, running, cycling","Treadmill, resistance bands",1
John,30,Male,175,74,Build muscle and increase strength,Intermediate,3 days a week,61,"Free weights, compound exercises","Bench press, squat rack",1
David,33,Male,174,56,Maintain overall health and well-being,Intermediate,3 days a week,30,Yoga and Pilates,Full gym access,1
Emily,38,Male,184,86,Enhance flexibility and reduce stress,Advanced,5 days a week,83,Yoga and Pilates,"Yoga mat, resistance bands",1
Sarah,31,Male,178,78,Build muscle and increase strength,Intermediate,3 days a week,71,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
David,34,Male,175,77,Maintain overall health and well-being,Advanced,3 days a week,68,Yoga and Pilates,"Yoga mat, resistance bands",1
Michael,34,Male,179,87,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,88,"Cardio, running, cycling","Stationary bike, treadmill",1
Sarah,25,Female,163,66,Build muscle and increase strength,Intermediate,3 days a week,53,"Free weights, compound exercises","Treadmill, resistance bands",2
John,26,Female,164,73,Build muscle and increase strength,Advanced,3 days a week,61,"Free weights, compound exercises","Bench press, squat rack",1
Sarah,25,Female,160,63,Lose weight and improve overall fitness,Advanced,3 days a week,45,"Free weights, compound exercises","Bench press, squat rack",2
Sarah,31,Male,175,72,Lose weight and improve overall fitness,Intermediate,3 days a week,60,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
John,26,Male,165,70,Build muscle and increase strength,Beginner,3 days a week,52,"Free weights, compound exercises","Bench press, squat rack",1
John,25,Male,164,66,Build muscle and increase strength,Advanced,3 days a week,46,"Free weights, compound exercises","Bench press, squat rack",2
Sarah,40,Male,185,90,Lose weight and improve overall fitness,Intermediate,5 days a week,90,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Sarah,28,Female,169,79,Build muscle and increase strength,Advanced,3 days a week,73,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
John,32,Male,176,90,Build muscle and increase strength,Advanced,3 days a week,90,"Free weights, compound exercises","Bench press, squat rack",2
Emily,37,Male,180,89,Enhance flexibility and reduce stress,Advanced,5 days a week,88,Yoga and Pilates,"Yoga mat, resistance bands",1
Michael,33,Male,174,75,Gain endurance and boost cardiovascular health,Beginner,5 days a week,58,"Cardio, running, cycling","Treadmill, resistance bands",2
Sarah,28,Male,169,70,Lose weight and improve overall fitness,Advanced,3 days a week,56,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Emily,40,Male,185,90,Enhance flexibility and reduce stress,Advanced,5 days a week,90,Yoga and Pilates,"Yoga mat, resistance bands",2
David,40,Male,183,87,Maintain overall health and well-being,Beginner,5 days a week,81,"Varied, including strength and cardio",Full gym access,2
Emily,32,Female,170,78,Enhance flexibility and reduce stress,Advanced,3 days a week,71,Yoga and Pilates,"Yoga mat, resistance bands",1
David,32,Female,169,68,Maintain overall health and well-being,Advanced,3 days a week,53,"Varied, including strength and cardio",Full gym access,1
Michael,29,Male,170,69,Lose weight and improve overall fitness,Intermediate,3 days a week,56,"Cardio, running, cycling","Stationary bike, treadmill",2
Emily,25,Female,160,55,Enhance flexibility and reduce stress,Advanced,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,33,Male,177,76,Lose weight and improve overall fitness,Advanced,3 days a week,64,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Michael,31,Male,171,66,Gain endurance and boost cardiovascular health,Advanced,3 days a week,46,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,32,Male,172,73,Gain endurance and boost cardiovascular health,Advanced,3 days a week,58,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,34,Male,177,74,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,62,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,33,Male,175,75,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,65,"Cardio, running, cycling","Stationary bike, treadmill",2
David,32,Female,170,66,Maintain overall health and well-being,Advanced,5 days a week,46,"Varied, including strength and cardio",Full gym access,2
Sarah,32,Male,177,82,Build muscle and increase strength,Intermediate,3 days a week,77,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Sarah,28,Female,168,73,Lose weight and improve overall fitness,Advanced,3 days a week,61,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Michael,31,Female,168,75,Gain endurance and boost cardiovascular health,Beginner,5 days a week,58,"Cardio, running, cycling","Treadmill, resistance bands",1
Michael,32,Male,173,78,Gain endurance and boost cardiovascular health,Advanced,3 days a week,71,"Cardio, running, cycling","Stationary bike, treadmill",2
Sarah,31,Male,174,75,Lose weight and improve overall fitness,Advanced,3 days a week,63,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Michael,34,Male,180,76,Lose weight and improve overall fitness,Intermediate,3 days a week,65,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Emily,33,Female,173,75,Enhance flexibility and reduce stress,Advanced,3 days a week,64,Yoga and Pilates,"Yoga mat, resistance bands",2
David,37,Male,178,83,Maintain overall health and well-being,Advanced,5 days a week,78,"Varied, including strength and cardio",Full gym access,2
Michael,30,Female,169,71,Gain endurance and boost cardiovascular health,Beginner,5 days a week,54,"Cardio, running, cycling","Treadmill, resistance bands",1
Sarah,33,Male,176,79,Lose weight and improve overall fitness,Advanced,3 days a week,69,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,32,Male,175,68,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,55,"Cardio, running, cycling","Yoga mat, resistance bands",2
Emily,40,Male,185,90,Maintain overall health and well-being,Advanced,5 days a week,90,"Varied, including strength and cardio","Yoga mat, resistance bands",1
David,32,Male,171,57,Maintain overall health and well-being,Intermediate,3 days a week,32,Yoga and Pilates,Full gym access,2
John,25,Male,166,77,Build muscle and increase strength,Advanced,3 days a week,70,"Free weights, compound exercises","Bench press, squat rack",2
Michael,31,Male,174,71,Lose weight and improve overall fitness,Intermediate,3 days a week,58,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Sarah,34,Male,178,89,Lose weight and improve overall fitness,Advanced,3 days a week,89,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
David,36,Male,178,69,Maintain overall health and well-being,Intermediate,3 days a week,52,"Varied, including strength and cardio",Full gym access,2
David,37,Female,175,77,Maintain overall health and well-being,Beginner,5 days a week,65,"Varied, including strength and cardio",Full gym access,2
Michael,40,Male,185,90,Gain endurance and boost cardiovascular health,Advanced,5 days a week,90,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,31,Male,171,68,Gain endurance and boost cardiovascular health,Advanced,3 days a week,50,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,28,Male,169,63,Lose weight and improve overall fitness,Intermediate,3 days a week,45,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
Emily,39,Male,185,79,Enhance flexibility and reduce stress,Advanced,5 days a week,65,Yoga and Pilates,"Yoga mat, resistance bands",2
Emily,35,Male,178,73,Enhance flexibility and reduce stress,Advanced,3 days a week,59,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,29,Female,166,65,Enhance flexibility and reduce stress,Advanced,3 days a week,46,Yoga and Pilates,"Yoga mat, resistance bands",2
Michael,30,Male,170,73,Lose weight and improve overall fitness,Intermediate,3 days a week,63,Cardio and bodyweight exercises,"Stationary bike, treadmill",1
David,36,Male,177,83,Maintain overall health and well-being,Advanced,5 days a week,80,"Varied, including strength and cardio",Full gym access,2
Michael,31,Male,171,72,Gain endurance and boost cardiovascular health,Advanced,3 days a week,56,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,28,Female,164,55,Enhance flexibility and reduce stress,Advanced,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",1
Sarah,38,Male,185,90,Lose weight and improve overall fitness,Advanced,5 days a week,90,"Cardio, running, cycling","Treadmill, resistance bands",1
Michael,29,Female,168,69,Gain endurance and boost cardiovascular health,Advanced,3 days a week,51,"Cardio, running, cycling","Treadmill, resistance bands",1
Emily,35,Male,178,81,Enhance flexibility and reduce stress,Intermediate,3 days a week,75,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,32,Male,172,64,Enhance flexibility and reduce stress,Advanced,3 days a week,42,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,33,Male,173,67,Enhance flexibility and reduce stress,Advanced,3 days a week,47,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,34,Male,176,69,Enhance flexibility and reduce stress,Advanced,3 days a week,50,Yoga and Pilates,"Yoga mat, resistance bands",1
Emily,26,Female,162,55,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",2
Emily,37,Male,182,84,Enhance flexibility and reduce stress,Advanced,5 days a week,79,Yoga and Pilates,"Yoga mat, resistance bands",2
David,40,Male,185,90,Maintain overall health and well-being,Beginner,5 days a week,86,"Varied, including strength and cardio",Full gym access,2
David,38,Male,180,64,Maintain overall health and well-being,Intermediate,5 days a week,43,"Varied, including strength and cardio",Full gym access,1
Emily,32,Female,170,71,Enhance flexibility and reduce stress,Advanced,5 days a week,55,Yoga and Pilates,"Stationary bike, treadmill",2
John,29,Male,173,76,Build muscle and increase strength,Advanced,3 days a week,66,"Free weights, compound exercises","Bench press, squat rack",1
Michael,37,Male,183,90,Gain endurance and boost cardiovascular health,Beginner,5 days a week,85,"Cardio, running, cycling","Treadmill, resistance bands",2
John,26,Male,168,70,Build muscle and increase strength,Advanced,3 days a week,53,"Free weights, compound exercises","Bench press, squat rack",1
Michael,32,Male,173,83,Gain endurance and boost cardiovascular health,Advanced,3 days a week,81,"Cardio, running, cycling","Stationary bike, treadmill",1
John,34,Male,184,89,Build muscle and increase strength,Intermediate,3 days a week,90,"Free weights, compound exercises","Bench press, squat rack",1
Michael,29,Female,169,74,Lose weight and improve overall fitness,Intermediate,3 days a week,65,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,37,Male,184,75,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,62,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,40,Male,185,90,Gain endurance and boost cardiovascular health,Advanced,5 days a week,90,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,28,Female,167,64,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,47,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,25,Female,160,55,Enhance flexibility and reduce stress,Advanced,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",1
Michael,25,Female,160,56,Gain endurance and boost cardiovascular health,Advanced,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,32,Male,174,71,Gain endurance and boost cardiovascular health,Beginner,5 days a week,52,"Cardio, running, cycling","Stationary bike, treadmill",1
John,28,Male,169,79,Build muscle and increase strength,Advanced,3 days a week,70,"Free weights, compound exercises","Bench press, squat rack",1
Emily,34,Male,174,75,Enhance flexibility and reduce stress,Advanced,5 days a week,63,Yoga and Pilates,"Yoga mat, resistance bands",2
Sarah,25,Female,161,59,Lose weight and improve overall fitness,Advanced,3 days a week,35,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
David,40,Male,185,89,Enhance flexibility and reduce stress,Intermediate,3 days a week,90,"Varied, including strength and cardio",Full gym access,2
Sarah,25,Female,164,65,Build muscle and increase strength,Intermediate,3 days a week,50,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
David,40,Male,185,90,Maintain overall health and well-being,Advanced,5 days a week,90,"Varied, including strength and cardio",Full gym access,1
Emily,29,Female,165,64,Enhance flexibility and reduce stress,Advanced,3 days a week,44,Yoga and Pilates,"Yoga mat, resistance bands",2
John,26,Female,163,71,Build muscle and increase strength,Beginner,3 days a week,54,"Free weights, compound exercises","Bench press, squat rack",1
Michael,25,Female,161,55,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,30,"Cardio, running, cycling","Stationary bike, treadmill",2
Michael,33,Male,175,78,Gain endurance and boost cardiovascular health,Advanced,3 days a week,69,"Cardio, running, cycling","Stationary bike, treadmill",1
David,38,Male,181,82,Maintain overall health and well-being,Advanced,5 days a week,75,"Varied, including strength and cardio",Full gym access,2
David,38,Male,182,80,Maintain overall health and well-being,Advanced,5 days a week,69,"Varied, including strength and cardio","Yoga mat, resistance bands",1
Emily,32,Male,172,73,Enhance flexibility and reduce stress,Advanced,5 days a week,57,Yoga and Pilates,"Stationary bike, treadmill",2
David,25,Female,160,55,Maintain overall health and well-being,Advanced,3 days a week,30,Yoga and Pilates,"Yoga mat, resistance bands",1
Michael,33,Male,176,79,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,71,"Cardio, running, cycling","Stationary bike, treadmill",2
Emily,37,Male,182,79,Enhance flexibility and reduce stress,Intermediate,5 days a week,70,Yoga and Pilates,"Yoga mat, resistance bands",1
John,33,Male,180,90,Build muscle and increase strength,Advanced,3 days a week,90,"Free weights, compound exercises","Bench press, squat rack",2
Sarah,26,Female,166,67,Build muscle and increase strength,Intermediate,3 days a week,57,"Free weights, compound exercises","Treadmill, resistance bands",1
Emily,33,Male,174,72,Enhance flexibility and reduce stress,Intermediate,3 days a week,61,Yoga and Pilates,"Yoga mat, resistance bands",2
David,35,Male,175,66,Maintain overall health and well-being,Intermediate,3 days a week,50,"Varied, including strength and cardio",Full gym access,1
Michael,37,Male,185,90,Lose weight and improve overall fitness,Intermediate,3 days a week,90,"Cardio, running, cycling","Stationary bike, treadmill",1
David,38,Male,181,84,Maintain overall health and well-being,Advanced,5 days a week,78,"Varied, including strength and cardio",Full gym access,2
David,40,Male,181,73,Maintain overall health and well-being,Advanced,5 days a week,58,"Varied, including strength and cardio",Full gym access,2
Sarah,32,Male,175,79,Lose weight and improve overall fitness,Advanced,3 days a week,69,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Sarah,39,Male,185,90,Lose weight and improve overall fitness,Intermediate,3 days a week,90,"Cardio, running, cycling","Stationary bike, treadmill",1
Emily,37,Male,181,82,Enhance flexibility and reduce stress,Intermediate,3 days a week,78,Yoga and Pilates,"Yoga mat, resistance bands",2
Michael,37,Male,185,86,Gain endurance and boost cardiovascular health,Intermediate,3 days a week,82,"Cardio, running, cycling","Stationary bike, treadmill",1
David,40,Male,185,87,Maintain overall health and well-being,Intermediate,5 days a week,85,"Varied, including strength and cardio",Full gym access,1
Sarah,27,Female,166,66,Lose weight and improve overall fitness,Intermediate,3 days a week,50,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
David,37,Male,178,87,Maintain overall health and well-being,Advanced,5 days a week,88,"Varied, including strength and cardio",Full gym access,1
David,40,Male,185,90,Maintain overall health and well-being,Advanced,5 days a week,90,"Varied, including strength and cardio",Full gym access,1
David,40,Male,185,74,Maintain overall health and well-being,Intermediate,5 days a week,59,"Varied, including strength and cardio",Full gym access,2
David,31,Female,167,61,Maintain overall health and well-being,Beginner,5 days a week,36,Yoga and Pilates,"Yoga mat, resistance bands",2
David,40,Male,185,82,Maintain overall health and well-being,Intermediate,5 days a week,76,"Varied, including strength and cardio",Full gym access,1
Sarah,29,Female,168,73,Gain endurance and boost cardiovascular health,Beginner,3 days a week,58,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Sarah,27,Female,163,68,Lose weight and improve overall fitness,Beginner,3 days a week,50,Cardio and bodyweight exercises,"Treadmill, resistance bands",1
John,25,Female,163,71,Build muscle and increase strength,Advanced,3 days a week,60,"Free weights, compound exercises","Bench press, squat rack",1
Sarah,28,Male,169,73,Build muscle and increase strength,Advanced,3 days a week,61,Cardio and bodyweight exercises,"Treadmill, resistance bands",2
Emily,26,Female,160,55,Enhance flexibility and reduce stress,Advanced,3 days a week,30,Yoga and Pilates,"Yoga mat, resistance bands",2
David,40,Male,185,90,Maintain overall health and well-being,Intermediate,5 days a week,90,"Varied, including strength and cardio",Full gym access,2
Michael,39,Male,185,90,Gain endurance and boost cardiovascular health,Advanced,5 days a week,90,"Cardio, running, cycling","Stationary bike, treadmill",1
David,36,Male,177,75,Maintain overall health and well-being,Advanced,5 days a week,62,"Varied, including strength and cardio",Full gym access,1
Michael,35,Male,180,85,Lose weight and improve overall fitness,Advanced,3 days a week,81,"Cardio, running, cycling","Treadmill, resistance bands",2
Michael,30,Male,171,71,Lose weight and improve overall fitness,Intermediate,3 days a week,60,Cardio and bodyweight exercises,"Stationary bike, treadmill",2
